origin_path,origin_sha256,origin_dir,origin_experiment,legacy_test_fingerprint,v1_5_evidence_unit_id,v1_5_legacy_alias,dataset,task,fold_fingerprint,model,window_length,condition,reservoir_size,normalization,input_mapping,topology_variant,rewire_seed,unit_identity_collided,records_in_unit,disposition,disposition_reason,kept_config_hash,config_hash,status,timestamp_utc
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R2/classification_seed00_fold01.json,1e697adda23c7dd52021896d97432bbe15aa7cc12a35ae6f80aa3f938cdf5484,e9_size_d2_n2000,e9_size_d2_n2000,071df0094d414bd8,4dfcae974fd3a28c,071df0094d414bd8,d2_beef_uncontrolled,classification,6c9ef01abdf9,R2,16,full,2000,n1_pre_l1,dense_random_all_nodes,R2_degree_rewired,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:11:30.284326+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R2/classification_seed00_fold01.json,fe621f76042a77c9ccac5e9cb787fa8ee6bede07fa465f76e09c78327266b74b,e9_size_d2_n4000,e9_size_d2_n4000,071df0094d414bd8,06ca2d176440e5e3,071df0094d414bd8,d2_beef_uncontrolled,classification,6c9ef01abdf9,R2,16,full,4000,n1_pre_l1,dense_random_all_nodes,R2_degree_rewired,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T08:03:51.644588+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R1/regression_seed00_fold04.json,d0b0d86385dc83594b4f44f33848e7f09441b581c6d2c169a683fb40305a335e,e9_size_d2,e9_size_d2,097d44bf87f777ec,cf6995ae4505d8c3,097d44bf87f777ec,d2_beef_uncontrolled,regression,b01bbf6f9575,R1,16,full,250,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:09:28.472143+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R1/regression_seed00_fold04.json,f85b8691beaf216ef1312e7e410ac5bcc601f830c36de620d7581f35a64af790,e9_size_d2_n250,e9_size_d2_n250,097d44bf87f777ec,cf6995ae4505d8c3,097d44bf87f777ec,d2_beef_uncontrolled,regression,b01bbf6f9575,R1,16,full,250,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:09:28.472143+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:54:45.499897+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R1/regression_seed00_fold04.json,3c30fa5b774f48f5668775eeccb53231c67b0ab31324dc5363a1e9b2a85a9208,e9_size_d2_n500,e9_size_d2_n500,097d44bf87f777ec,6850c2e6bdd99bf6,097d44bf87f777ec,d2_beef_uncontrolled,regression,b01bbf6f9575,R1,16,full,500,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:59:06.284738+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R1/regression_seed00_fold04.json,6e47dbcb2cca3d6349d46e85004e3672eac0f613615930efaf7e8d3478e74da7,e9_size_d2_n1000,e9_size_d2_n1000,097d44bf87f777ec,81caaa3664fe8672,097d44bf87f777ec,d2_beef_uncontrolled,regression,b01bbf6f9575,R1,16,full,1000,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T07:16:36.255763+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R1/regression_seed00_fold04.json,f30f6e7073d6681fc9353921858da195bf0c8d6fb675a1999cc86443c04400f1,e9_size_d2_n2000,e9_size_d2_n2000,097d44bf87f777ec,556c117549473528,097d44bf87f777ec,d2_beef_uncontrolled,regression,b01bbf6f9575,R1,16,full,2000,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T08:18:25.621099+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R1/regression_seed00_fold04.json,f243476eddbfd274458ea597c2cb0811e0880317e46fa4322e3a820d93c71f5c,e9_size_d2_n4000,e9_size_d2_n4000,097d44bf87f777ec,7e049f746183c82f,097d44bf87f777ec,d2_beef_uncontrolled,regression,b01bbf6f9575,R1,16,full,4000,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T12:06:35.784718+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R3/classification_seed00_fold02.json,514f5a49857f41621bcd80d76323b491f5ee54890dd6d92188f74ceee36a4084,e9_size_d2,e9_size_d2,0af9b1b82119ed64,d17e04aae420a571,0af9b1b82119ed64,d2_beef_uncontrolled,classification,8f5d6031eff3,R3,16,full,250,n1_pre_l1,dense_random_all_nodes,R3_random_sparse,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:07:36.760482+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R3/classification_seed00_fold02.json,5049e8f1a3fcd30acb7c801da7f612b2cba3d43518b6e6d215f1350191ba0109,e9_size_d2_n250,e9_size_d2_n250,0af9b1b82119ed64,d17e04aae420a571,0af9b1b82119ed64,d2_beef_uncontrolled,classification,8f5d6031eff3,R3,16,full,250,n1_pre_l1,dense_random_all_nodes,R3_random_sparse,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:07:36.760482+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:52:44.006891+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R3/classification_seed00_fold02.json,df40048089a370659326f0b7325911aa2c295de0369d043c4ad1b2ff2337c86b,e9_size_d2_n500,e9_size_d2_n500,0af9b1b82119ed64,92ba1ecf3224e18c,0af9b1b82119ed64,d2_beef_uncontrolled,classification,8f5d6031eff3,R3,16,full,500,n1_pre_l1,dense_random_all_nodes,R3_random_sparse,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:54:43.417828+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R3/classification_seed00_fold02.json,39dcdf2f121b722f7d77eb9c52f77f6b4606ab2179ae7f177c9b83acbaa6d6b2,e9_size_d2_n1000,e9_size_d2_n1000,0af9b1b82119ed64,ae2531dd467eb472,0af9b1b82119ed64,d2_beef_uncontrolled,classification,8f5d6031eff3,R3,16,full,1000,n1_pre_l1,dense_random_all_nodes,R3_random_sparse,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T07:03:30.083334+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R3/classification_seed00_fold02.json,e3115fcb2aaf10d7ee5b13c03dd083fdf0dd505cc2dd6f7f8ed72d2ab4ab578a,e9_size_d2_n2000,e9_size_d2_n2000,0af9b1b82119ed64,82c552e499da4518,0af9b1b82119ed64,d2_beef_uncontrolled,classification,8f5d6031eff3,R3,16,full,2000,n1_pre_l1,dense_random_all_nodes,R3_random_sparse,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:30:32.494724+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R3/classification_seed00_fold02.json,551cf05a110bcc168c6386c162c952d88b06dded09e4539e39c39a8151aba1d7,e9_size_d2_n4000,e9_size_d2_n4000,0af9b1b82119ed64,32fd0480d7fcda9d,0af9b1b82119ed64,d2_beef_uncontrolled,classification,8f5d6031eff3,R3,16,full,4000,n1_pre_l1,dense_random_all_nodes,R3_random_sparse,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T09:12:42.354651+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R6/classification_seed00_fold00.json,bab35e72fadd7bc857b81f8f6c393b437d40132d3a980ba9d48ac06b2ef952a4,e9_size_d2,e9_size_d2,0c0ae5b7443fe870,95ff760ec502c437,0c0ae5b7443fe870,d2_beef_uncontrolled,classification,20a70c561f8e,R6,16,full,250,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:06:19.100653+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R6/classification_seed00_fold00.json,c8f5073c79cca5b604c54585ab4bef29b7b58b97a2eba745888b20a2688f81c2,e9_size_d2_n250,e9_size_d2_n250,0c0ae5b7443fe870,95ff760ec502c437,0c0ae5b7443fe870,d2_beef_uncontrolled,classification,20a70c561f8e,R6,16,full,250,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:06:19.100653+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:51:09.794089+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R6/classification_seed00_fold00.json,412f03d98c53bd9e86eeb89f044368b5ce93b661d759b15bf928dd394782ffe2,e9_size_d2_n500,e9_size_d2_n500,0c0ae5b7443fe870,65a8c4c5c38fe147,0c0ae5b7443fe870,d2_beef_uncontrolled,classification,20a70c561f8e,R6,16,full,500,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:51:46.381613+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R6/classification_seed00_fold00.json,c67891bac7a72a267f4f9803dca2d68c290c64f892b74f933350349a8738768c,e9_size_d2_n1000,e9_size_d2_n1000,0c0ae5b7443fe870,ba7aee32e7f6bee3,0c0ae5b7443fe870,d2_beef_uncontrolled,classification,20a70c561f8e,R6,16,full,1000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T06:53:55.613017+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R6/classification_seed00_fold00.json,8a6ef0029a2a8679e9e26500b8a550983c1569c0b4daea2b0d71c23ea53c9e40,e9_size_d2_n2000,e9_size_d2_n2000,0c0ae5b7443fe870,85ca780299a15e7c,0c0ae5b7443fe870,d2_beef_uncontrolled,classification,20a70c561f8e,R6,16,full,2000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:02:47.484101+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R6/classification_seed00_fold00.json,9b544555ca998d48b51bd70c0fd23123bcdb5d5a1cbed7d09f91b92b66824876,e9_size_d2_n4000,e9_size_d2_n4000,0c0ae5b7443fe870,f12b508b2031be1e,0c0ae5b7443fe870,d2_beef_uncontrolled,classification,20a70c561f8e,R6,16,full,4000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T07:31:17.439539+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R2/classification_seed00_fold03.json,7bd31546755a573d3429da382e9af2366cbad4446c43da3373724dbc3daf7ea4,e9_size_d2,e9_size_d2,19abfd52932e166e,a70beea1ab7b0f6e,19abfd52932e166e,d2_beef_uncontrolled,classification,940f76d29b89,R2,16,full,250,n1_pre_l1,dense_random_all_nodes,R2_degree_rewired,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:08:20.424217+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R2/classification_seed00_fold03.json,b086f9a790131d9a2d642d59ae6a718a389ed11eaa972f4a7ed0f4f610ad9a77,e9_size_d2_n250,e9_size_d2_n250,19abfd52932e166e,a70beea1ab7b0f6e,19abfd52932e166e,d2_beef_uncontrolled,classification,940f76d29b89,R2,16,full,250,n1_pre_l1,dense_random_all_nodes,R2_degree_rewired,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:08:20.424217+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:53:31.058064+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R2/classification_seed00_fold03.json,0cb026dfcb73dc1da8b4467bbd78dd5b96fd3b1603af30df89715ae99417e61c,e9_size_d2_n500,e9_size_d2_n500,19abfd52932e166e,92ec336f38ab8674,19abfd52932e166e,d2_beef_uncontrolled,classification,940f76d29b89,R2,16,full,500,n1_pre_l1,dense_random_all_nodes,R2_degree_rewired,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:56:26.917626+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R2/classification_seed00_fold03.json,a3ff45283af0a6f20cd9fecab645d0b07c97c72303cb4d3d953bc94be7dfc620,e9_size_d2_n1000,e9_size_d2_n1000,19abfd52932e166e,7da23cff66688c9f,19abfd52932e166e,d2_beef_uncontrolled,classification,940f76d29b89,R2,16,full,1000,n1_pre_l1,dense_random_all_nodes,R2_degree_rewired,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T07:08:32.538843+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R2/classification_seed00_fold03.json,11e8dd8e3da545ab97dc7c2d5ad2ecf9ee0bb9a9825578c93db5cb08329569ea,e9_size_d2_n2000,e9_size_d2_n2000,19abfd52932e166e,bc1346cd5096ae71,19abfd52932e166e,d2_beef_uncontrolled,classification,940f76d29b89,R2,16,full,2000,n1_pre_l1,dense_random_all_nodes,R2_degree_rewired,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:50:03.805768+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R2/classification_seed00_fold03.json,e91c0a3bead580ebf1dfcc94a0198f6bd2eecca67ab0c50e369702454c9f9d1b,e9_size_d2_n4000,e9_size_d2_n4000,19abfd52932e166e,148625fe960c7d28,19abfd52932e166e,d2_beef_uncontrolled,classification,940f76d29b89,R2,16,full,4000,n1_pre_l1,dense_random_all_nodes,R2_degree_rewired,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T10:19:48.743140+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R4/regression_seed00_fold00.json,bd354b2dddfd02f1ee7840361c4961e22ef8480acae203cbff0483c98152f98b,e9_size_d2,e9_size_d2,1c7dc51c66e97970,2ef1ccb948d5f189,1c7dc51c66e97970,d2_beef_uncontrolled,regression,20a70c561f8e,R4,16,full,250,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:06:30.469048+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R4/regression_seed00_fold00.json,540b97c0445ecd33a5368060152b3fa5e7bd8df94c27de8a77fa6618adcc01f7,e9_size_d2_n250,e9_size_d2_n250,1c7dc51c66e97970,2ef1ccb948d5f189,1c7dc51c66e97970,d2_beef_uncontrolled,regression,20a70c561f8e,R4,16,full,250,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:06:30.469048+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:51:22.131244+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R4/regression_seed00_fold00.json,5ddf46dd9174092c52e4c23d928ca4799b963bd29cb15d1649626fd0c56a3151,e9_size_d2_n500,e9_size_d2_n500,1c7dc51c66e97970,b737e9ca26e4a396,1c7dc51c66e97970,d2_beef_uncontrolled,regression,20a70c561f8e,R4,16,full,500,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:52:04.887540+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R4/regression_seed00_fold00.json,c40b72141f651c63be11a97dc69782a28697a7a2fa645f7383c390a93e5847b0,e9_size_d2_n1000,e9_size_d2_n1000,1c7dc51c66e97970,4f13d3b539be2e94,1c7dc51c66e97970,d2_beef_uncontrolled,regression,20a70c561f8e,R4,16,full,1000,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T06:54:25.283459+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R4/regression_seed00_fold00.json,d38a607c4ce70f80bb8092c57adfbb030099b55b689f5ec4e8b70fe3fef1c27e,e9_size_d2_n2000,e9_size_d2_n2000,1c7dc51c66e97970,3d93762fbde397b1,1c7dc51c66e97970,d2_beef_uncontrolled,regression,20a70c561f8e,R4,16,full,2000,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:04:01.626257+00:00
